Date,State,District,Confirmed,Recovered,Deceased,Other,Tested
2020-07-01,Chhattisgarh,Durg,169,105,3,0,5020.0
2020-07-01,Chhattisgarh,Gariaband,41,24,0,0,2096.0
2020-07-01,Chhattisgarh,Gaurela Pendra Marwahi,3,3,0,0,273.0
2020-07-01,Chhattisgarh,Janjgir Champa,234,217,1,0,4016.0
2020-07-01,Chhattisgarh,Jashpur,189,96,0,0,2542.0
2020-07-01,Chhattisgarh,Kabeerdham,109,94,0,0,2829.0
2020-07-01,Chhattisgarh,Kondagaon,3,3,0,0,1607.0
2020-07-01,Chhattisgarh,Korba,307,269,0,0,10034.0
2020-07-01,Chhattisgarh,Koriya,59,54,0,0,2689.0
2020-07-01,Chhattisgarh,Mahasamund,88,80,1,0,2183.0
2020-07-01,Chhattisgarh,Mungeli,122,121,0,0,2922.0
2020-07-01,Chhattisgarh,Narayanpur,12,9,0,0,804.0
2020-07-01,Chhattisgarh,Other State,1,1,0,0,
2020-07-01,Chhattisgarh,Raigarh,123,92,1,0,5084.0
2020-07-01,Chhattisgarh,Raipur,355,199,2,0,12704.0
2020-07-01,Chhattisgarh,Rajnandgaon,292,211,2,0,5571.0
2020-07-01,Chhattisgarh,Sukma,5,3,0,0,1723.0
2020-07-01,Chhattisgarh,Surajpur,24,19,0,0,1830.0
2020-07-01,Chhattisgarh,Surguja,53,49,0,0,2008.0
2020-07-01,Chhattisgarh,Uttar Bastar Kanker,55,49,0,0,2051.0
2020-07-01,Delhi,Delhi,89802,59992,2803,0,551708.0
2020-07-01,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,109,58,0,1,20010.0
2020-07-01,Dadra and Nagar Haveli and Daman and Diu,Daman,106,41,0,0,9798.0
2020-07-01,Dadra and Nagar Haveli and Daman and Diu,Diu,14,10,0,0,2607.0
2020-07-01,Goa,North Goa,122,28,2,0,
2020-07-01,Goa,Other State,125,9,0,0,
2020-07-01,Goa,South Goa,799,292,2,0,
2020-07-01,Goa,Unknown,341,341,0,0,
2020-07-01,Gujarat,Ahmedabad,21128,16093,1449,0,137587.0
2020-07-01,Gujarat,Amreli,88,36,8,0,5377.0
2020-07-01,Gujarat,Anand,229,192,13,0,5433.0
2020-07-01,Gujarat,Aravalli,212,168,19,0,3984.0
2020-07-01,Gujarat,Banaskantha,190,153,12,0,8566.0
2020-07-01,Gujarat,Bharuch,243,117,10,0,4461.0
2020-07-01,Gujarat,Bhavnagar,267,150,13,0,10079.0
2020-07-01,Gujarat,Botad,92,65,3,0,3115.0
2020-07-01,Gujarat,Chhota Udaipur,57,37,2,0,5871.0
2020-07-01,Gujarat,Dahod,61,46,1,0,6366.0
2020-07-01,Gujarat,Dang,4,4,0,0,1368.0
2020-07-01,Gujarat,Devbhumi Dwarka,23,16,2,0,3852.0
2020-07-01,Gujarat,Gandhinagar,670,490,29,0,8391.0
2020-07-01,Gujarat,Gir Somnath,77,48,1,0,4334.0
2020-07-01,Gujarat,Jamnagar,234,115,4,0,9147.0
2020-07-01,Gujarat,Junagadh,108,54,2,0,14638.0
2020-07-01,Gujarat,Kheda,167,115,8,0,5881.0
2020-07-01,Gujarat,Kutch,165,96,5,0,7261.0
2020-07-01,Gujarat,Mahisagar,139,115,2,0,4948.0
2020-07-01,Gujarat,Mehsana,286,143,12,0,4392.0
2020-07-01,Gujarat,Morbi,26,9,1,0,3999.0
2020-07-01,Gujarat,Narmada,91,46,0,0,3733.0
2020-07-01,Gujarat,Navsari,121,51,1,0,4894.0
2020-07-01,Gujarat,Other State,86,8,1,0,108.0
2020-07-01,Gujarat,Panchmahal,183,135,14,0,6260.0
2020-07-01,Gujarat,Patan,208,115,15,0,4730.0
2020-07-01,Gujarat,Porbandar,19,10,2,0,3076.0
2020-07-01,Gujarat,Rajkot,284,128,9,0,9414.0
2020-07-01,Gujarat,Sabarkantha,179,114,8,0,5668.0
2020-07-01,Gujarat,Surat,5030,3429,163,0,47693.0
2020-07-01,Gujarat,Surendranagar,154,72,9,0,6670.0
2020-07-01,Gujarat,Tapi,8,6,0,0,3781.0
2020-07-01,Gujarat,Vadodara,2324,1608,47,0,19853.0
2020-07-01,Gujarat,Valsad,165,54,3,0,5710.0
2020-07-01,Himachal Pradesh,Bilaspur,46,28,0,0,
2020-07-01,Himachal Pradesh,Chamba,52,45,0,1,
2020-07-01,Himachal Pradesh,Hamirpur,250,161,2,0,
2020-07-01,Himachal Pradesh,Kangra,278,167,3,0,
2020-07-01,Himachal Pradesh,Kinnaur,13,3,0,0,
2020-07-01,Himachal Pradesh,Kullu,5,5,0,0,
2020-07-01,Himachal Pradesh,Lahaul and Spiti,3,0,0,0,
2020-07-01,Himachal Pradesh,Mandi,32,22,2,0,
2020-07-01,Himachal Pradesh,Shimla,41,22,2,1,
2020-07-01,Himachal Pradesh,Sirmaur,39,23,0,7,
2020-07-01,Himachal Pradesh,Solan,110,56,0,4,
2020-07-01,Himachal Pradesh,Una,110,85,0,0,
2020-07-01,Himachal Pradesh,Unknown,0,0,0,-3,
2020-07-01,Haryana,Ambala,328,293,3,0,
2020-07-01,Haryana,Bhiwani,441,177,3,0,
2020-07-01,Haryana,Charkhi Dadri,78,45,1,0,
2020-07-01,Haryana,Faridabad,3898,2581,80,0,23759.0
2020-07-01,Haryana,Fatehabad,119,90,0,0,
2020-07-01,Haryana,Foreign Evacuees,21,21,0,0,
2020-07-01,Haryana,Gurugram,5463,4079,92,0,34771.0
2020-07-01,Haryana,Hisar,232,161,6,0,
2020-07-01,Haryana,Italians,14,14,0,0,
2020-07-01,Haryana,Jhajjar,262,186,4,0,
2020-07-01,Haryana,Jind,109,75,4,0,
2020-07-01,Haryana,Kaithal,106,54,0,0,
2020-07-01,Haryana,Karnal,325,211,6,0,
2020-07-01,Haryana,Kurukshetra,129,103,0,0,
2020-07-01,Haryana,Mahendragarh,266,181,1,0,
2020-07-01,Haryana,Nuh,200,162,0,0,
2020-07-01,Haryana,Palwal,328,237,3,0,
2020-07-01,Haryana,Panchkula,112,91,0,0,
2020-07-01,Haryana,Panipat,200,120,7,0,
2020-07-01,Haryana,Rewari,296,96,5,0,
2020-07-01,Haryana,Rohtak,595,533,7,0,
2020-07-01,Haryana,Sirsa,108,86,0,0,
2020-07-01,Haryana,Sonipat,1208,817,18,0,
2020-07-01,Haryana,Yamunanagar,103,86,0,0,
2020-07-01,Jharkhand,Bokaro,47,34,2,0,
2020-07-01,Jharkhand,Chatra,47,41,0,0,
2020-07-01,Jharkhand,Deoghar,44,34,0,0,
2020-07-01,Jharkhand,Dhanbad,173,111,0,0,
2020-07-01,Jharkhand,Dumka,9,4,0,0,
2020-07-01,Jharkhand,East Singhbhum,400,228,0,0,
2020-07-01,Jharkhand,Garhwa,107,97,0,0,
2020-07-01,Jharkhand,Giridih,92,80,2,0,
2020-07-01,Jharkhand,Godda,10,8,0,0,
2020-07-01,Jharkhand,Gumla,118,81,1,0,
2020-07-01,Jharkhand,Hazaribagh,197,135,3,0,
2020-07-01,Jharkhand,Jamtara,28,28,0,0,
2020-07-01,Jharkhand,Khunti,29,27,0,0,
2020-07-01,Jharkhand,Koderma,178,142,1,0,
2020-07-01,Jharkhand,Latehar,54,53,0,0,
2020-07-01,Jharkhand,Lohardaga,58,45,0,0,
2020-07-01,Jharkhand,Pakur,33,30,0,0,
2020-07-01,Jharkhand,Palamu,53,51,0,0,
2020-07-01,Jharkhand,Ramgarh,121,115,0,0,
2020-07-01,Jharkhand,Ranchi,224,166,4,0,
2020-07-01,Jharkhand,Sahibganj,14,3,1,0,
2020-07-01,Jharkhand,Saraikela-Kharsawan,78,33,0,0,
2020-07-01,Jharkhand,Simdega,353,344,1,0,
2020-07-01,Jharkhand,West Singhbhum,58,41,0,0,
2020-07-01,Jammu and Kashmir,Anantnag,674,551,8,0,
2020-07-01,Jammu and Kashmir,Bandipora,294,262,1,0,
2020-07-01,Jammu and Kashmir,Baramulla,909,385,17,0,
2020-07-01,Jammu and Kashmir,Budgam,422,234,7,0,
2020-07-01,Jammu and Kashmir,Doda,80,59,1,0,
2020-07-01,Jammu and Kashmir,Ganderbal,103,62,0,0,
2020-07-01,Jammu and Kashmir,Jammu,359,283,8,0,
2020-07-01,Jammu and Kashmir,Kathua,232,161,1,0,
2020-07-01,Jammu and Kashmir,Kishtwar,27,21,0,0,
2020-07-01,Jammu and Kashmir,Kulgam,831,597,13,0,
2020-07-01,Jammu and Kashmir,Kupwara,553,412,5,0,
2020-07-01,Jammu and Kashmir,Pulwama,508,249,4,0,
2020-07-01,Jammu and Kashmir,Punch,123,102,1,0,
2020-07-01,Jammu and Kashmir,Rajouri,115,60,1,0,
2020-07-01,Jammu and Kashmir,Ramban,222,183,0,0,
2020-07-01,Jammu and Kashmir,Reasi,45,26,0,0,
2020-07-01,Jammu and Kashmir,Samba,147,99,0,0,
2020-07-01,Jammu and Kashmir,Shopiyan,800,583,12,0,
2020-07-01,Jammu and Kashmir,Srinagar,971,355,25,0,
2020-07-01,Jammu and Kashmir,Udhampur,280,172,1,0,
2020-07-01,Karnataka,Bagalkote,208,123,5,0,10663.0
2020-07-01,Karnataka,Ballari,919,405,29,0,16886.0
2020-07-01,Karnataka,Belagavi,336,303,3,0,22041.0
2020-07-01,Karnataka,Bengaluru Rural,158,14,4,0,4644.0
2020-07-01,Karnataka,Bengaluru Urban,5290,544,97,1,111510.0
2020-07-01,Karnataka,Bidar,615,500,21,0,35599.0
2020-07-01,Karnataka,Chamarajanagara,54,1,0,0,5156.0
2020-07-01,Karnataka,Chikkaballapura,229,164,2,1,15089.0
2020-07-01,Karnataka,Chikkamagaluru,81,41,1,0,5467.0
2020-07-01,Karnataka,Chitradurga,74,43,0,0,4393.0
2020-07-01,Karnataka,Dakshina Kannada,825,402,13,2,14137.0
2020-07-01,Karnataka,Davanagere,325,266,8,0,17483.0
2020-07-01,Karnataka,Dharwad,380,181,8,0,25814.0
2020-07-01,Karnataka,Gadag,178,60,3,0,8904.0
2020-07-01,Karnataka,Hassan,425,244,4,0,10800.0
2020-07-01,Karnataka,Haveri,119,25,2,0,11714.0
2020-07-01,Karnataka,Kalaburagi,1450,1103,18,0,63646.0
2020-07-01,Karnataka,Kodagu,54,3,0,0,8763.0
2020-07-01,Karnataka,Kolar,127,57,2,0,9797.0
2020-07-01,Karnataka,Koppal,97,41,1,0,8708.0
2020-07-01,Karnataka,Mandya,421,340,0,0,14874.0
2020-07-01,Karnataka,Mysuru,268,189,3,0,20531.0
2020-07-01,Karnataka,Other State,36,32,3,0,
2020-07-01,Karnataka,Raichur,500,403,2,0,21011.0
2020-07-01,Karnataka,Ramanagara,176,76,5,0,8997.0
2020-07-01,Karnataka,Shivamogga,176,109,2,0,12739.0
2020-07-01,Karnataka,Tumakuru,113,49,5,0,18461.0
2020-07-01,Karnataka,Udupi,1228,1058,2,0,14556.0
2020-07-01,Karnataka,Uttara Kannada,276,143,0,0,13833.0
2020-07-01,Karnataka,Vijayapura,427,308,9,0,25108.0
2020-07-01,Karnataka,Yadgir,949,838,1,0,22590.0
2020-07-01,Kerala,Alappuzha,308,135,1,0,
2020-07-01,Kerala,Ernakulam,265,83,1,1,
2020-07-01,Kerala,Idukki,110,61,0,0,
2020-07-01,Kerala,Kannur,502,291,5,0,
2020-07-01,Kerala,Kasaragod,462,340,0,0,
2020-07-01,Kerala,Kollam,347,160,2,0,
2020-07-01,Kerala,Kottayam,224,117,0,0,
2020-07-01,Kerala,Kozhikode,268,186,2,0,
2020-07-01,Kerala,Malappuram,535,275,4,0,
2020-07-01,Kerala,Palakkad,546,256,1,1,
2020-07-01,Kerala,Pathanamthitta,295,108,1,0,
2020-07-01,Kerala,Thiruvananthapuram,215,126,5,0,
2020-07-01,Kerala,Thrissur,419,243,3,0,
2020-07-01,Kerala,Wayanad,98,55,1,0,
2020-07-01,Ladakh,Kargil,714,531,0,0,6653.0
2020-07-01,Ladakh,Leh,276,163,1,0,7423.0
2020-07-01,Maharashtra,Ahmednagar,432,276,14,0,
2020-07-01,Maharashtra,Akola,1544,1079,78,1,
2020-07-01,Maharashtra,Amravati,587,419,28,0,
2020-07-01,Maharashtra,Aurangabad,5651,2460,256,0,11800.0
2020-07-01,Maharashtra,Beed,118,95,3,0,
2020-07-01,Maharashtra,Bhandara,87,75,0,0,4219.0
2020-07-01,Maharashtra,Buldhana,251,152,12,0,
2020-07-01,Maharashtra,Chandrapur,95,56,0,0,
2020-07-01,Maharashtra,Dhule,1096,594,56,2,
2020-07-01,Maharashtra,Gadchiroli,66,58,1,0,
2020-07-01,Maharashtra,Gondia,131,102,1,0,
2020-07-01,Maharashtra,Hingoli,270,241,1,0,
2020-07-01,Maharashtra,Jalgaon,3507,2006,245,0,14369.0
2020-07-01,Maharashtra,Jalna,583,344,17,0,
2020-07-01,Maharashtra,Kolhapur,858,717,11,0,
2020-07-01,Maharashtra,Latur,350,195,19,0,
2020-07-01,Maharashtra,Mumbai,79145,44791,4631,8,339796.0
2020-07-01,Maharashtra,Nagpur,1506,1198,15,0,22863.0
2020-07-01,Maharashtra,Nanded,364,234,14,0,
2020-07-01,Maharashtra,Nandurbar,178,72,7,0,
2020-07-01,Maharashtra,Nashik,4376,2322,222,0,22188.0
2020-07-01,Maharashtra,Osmanabad,223,171,12,0,
2020-07-01,Maharashtra,Other State,94,0,23,0,
2020-07-01,Maharashtra,Palghar,6064,2654,111,0,33759.0
2020-07-01,Maharashtra,Parbhani,105,76,4,0,
2020-07-01,Maharashtra,Pune,23317,11545,783,0,145398.0
2020-07-01,Maharashtra,Raigad,4563,2186,102,2,3946.0
2020-07-01,Maharashtra,Ratnagiri,614,445,27,0,
2020-07-01,Maharashtra,Sangli,396,228,11,0,
2020-07-01,Maharashtra,Satara,1117,730,43,1,
2020-07-01,Maharashtra,Sindhudurg,221,154,5,0,
2020-07-01,Maharashtra,Solapur,2652,1563,268,1,14863.0
2020-07-01,Maharashtra,Thane,39316,15621,1019,1,109340.0
2020-07-01,Maharashtra,Wardha,19,12,1,0,
2020-07-01,Maharashtra,Washim,106,74,3,0,
2020-07-01,Maharashtra,Yavatmal,296,209,10,0,
2020-07-01,Meghalaya,East Jaintia Hills,1,0,0,0,
2020-07-01,Meghalaya,East Khasi Hills,31,17,1,0,
2020-07-01,Meghalaya,North Garo Hills,1,1,0,0,
2020-07-01,Meghalaya,Ribhoi,1,0,0,0,
2020-07-01,Meghalaya,South West Garo Hills,7,4,0,0,
2020-07-01,Meghalaya,Unknown,2,11,0,0,
2020-07-01,Meghalaya,West Garo Hills,6,4,0,0,
2020-07-01,Meghalaya,West Jaintia Hills,5,5,0,0,
2020-07-01,Meghalaya,West Khasi Hills,1,0,0,0,
2020-07-01,Manipur,Bishnupur,80,58,0,0,
2020-07-01,Manipur,Chandel,38,4,0,0,
2020-07-01,Manipur,Churachandpur,129,58,0,0,
2020-07-01,Manipur,Imphal East,39,16,0,0,
2020-07-01,Manipur,Imphal West,90,52,0,0,
2020-07-01,Manipur,Jiribam,4,2,0,0,
2020-07-01,Manipur,Kakching,87,27,0,0,
2020-07-01,Manipur,Kamjong,87,17,0,0,
2020-07-01,Manipur,Kangpokpi,136,19,0,0,
2020-07-01,Manipur,Noney,24,18,0,0,
2020-07-01,Manipur,Pherzawl,32,15,0,0,
2020-07-01,Manipur,Senapati,114,21,0,0,
2020-07-01,Manipur,Tamenglong,178,32,0,0,
2020-07-01,Manipur,Tengnoupal,14,13,0,0,
2020-07-01,Manipur,Thoubal,55,23,0,0,
2020-07-01,Manipur,Ukhrul,153,18,0,0,
2020-07-01,Manipur,Unknown,0,186,0,0,
2020-07-01,Madhya Pradesh,Agar Malwa,16,14,1,0,
2020-07-01,Madhya Pradesh,Alirajpur,4,3,0,0,
2020-07-01,Madhya Pradesh,Anuppur,29,29,0,0,991.0
2020-07-01,Madhya Pradesh,Ashoknagar,46,42,1,0,2197.0
2020-07-01,Madhya Pradesh,Balaghat,29,18,0,0,1336.0
2020-07-01,Madhya Pradesh,Barwani,116,97,4,0,
2020-07-01,Madhya Pradesh,Betul,59,43,0,0,2615.0
2020-07-01,Madhya Pradesh,Bhind,245,138,0,0,4912.0
2020-07-01,Madhya Pradesh,Bhopal,2830,2274,101,0,95158.0
2020-07-01,Madhya Pradesh,Burhanpur,401,364,23,0,6210.0
2020-07-01,Madhya Pradesh,Chhatarpur,58,53,0,0,2143.0
2020-07-01,Madhya Pradesh,Chhindwara,63,27,2,0,2972.0
2020-07-01,Madhya Pradesh,Damoh,42,29,0,0,1419.0
2020-07-01,Madhya Pradesh,Datia,29,20,1,0,367.0
2020-07-01,Madhya Pradesh,Dewas,220,186,10,0,7472.0
2020-07-01,Madhya Pradesh,Dhar,179,142,6,0,3070.0
2020-07-01,Madhya Pradesh,Dindori,30,30,0,0,2756.0
2020-07-01,Madhya Pradesh,Guna,17,9,1,0,2360.0
2020-07-01,Madhya Pradesh,Gwalior,393,287,3,0,30641.0
2020-07-01,Madhya Pradesh,Harda,31,23,1,0,769.0
2020-07-01,Madhya Pradesh,Hoshangabad,41,38,3,0,781.0
2020-07-01,Madhya Pradesh,Indore,4734,3552,232,0,87494.0
2020-07-01,Madhya Pradesh,Jabalpur,405,322,14,0,13128.0
2020-07-01,Madhya Pradesh,Jhabua,16,14,1,0,
2020-07-01,Madhya Pradesh,Katni,19,12,2,0,591.0
2020-07-01,Madhya Pradesh,Khandwa,317,263,17,0,6228.0
2020-07-01,Madhya Pradesh,Khargone,298,250,15,0,4013.0
2020-07-01,Madhya Pradesh,Mandla,6,4,1,0,
2020-07-01,Madhya Pradesh,Mandsaur,117,92,9,0,2967.0
2020-07-01,Madhya Pradesh,Morena,481,168,4,0,5989.0
2020-07-01,Madhya Pradesh,Narsinghpur,31,27,0,0,2575.0
2020-07-01,Madhya Pradesh,Neemuch,446,418,7,0,6868.0
2020-07-01,Madhya Pradesh,Niwari,10,7,0,0,
2020-07-01,Madhya Pradesh,Panna,34,29,0,0,
2020-07-01,Madhya Pradesh,Raisen,111,91,5,0,2072.0
2020-07-01,Madhya Pradesh,Rajgarh,96,56,6,0,2258.0
2020-07-01,Madhya Pradesh,Ratlam,162,132,6,0,4025.0
2020-07-01,Madhya Pradesh,Rewa,59,40,1,0,
2020-07-01,Madhya Pradesh,Sagar,376,263,21,0,10475.0
2020-07-01,Madhya Pradesh,Satna,36,21,2,0,2419.0
2020-07-01,Madhya Pradesh,Sehore,15,9,2,0,1327.0
2020-07-01,Madhya Pradesh,Seoni,14,4,0,0,999.0
2020-07-01,Madhya Pradesh,Shahdol,22,16,0,0,105.0
2020-07-01,Madhya Pradesh,Shajapur,63,44,3,0,2996.0
2020-07-01,Madhya Pradesh,Sheopur,79,61,2,0,1984.0
2020-07-01,Madhya Pradesh,Shivpuri,36,28,0,0,3368.0
2020-07-01,Madhya Pradesh,Sidhi,20,17,1,0,
2020-07-01,Madhya Pradesh,Singrauli,16,13,0,0,
2020-07-01,Madhya Pradesh,Tikamgarh,45,17,1,0,
2020-07-01,Madhya Pradesh,Ujjain,859,769,71,0,21278.0
2020-07-01,Madhya Pradesh,Umaria,10,9,1,0,1326.0
2020-07-01,Madhya Pradesh,Vidisha,50,41,0,0,2331.0
2020-07-01,Mizoram,Aizawl,38,31,0,0,
2020-07-01,Mizoram,Champhai,9,5,0,0,
2020-07-01,Mizoram,Khawzawl,3,1,0,0,
2020-07-01,Mizoram,Kolasib,11,11,0,0,
2020-07-01,Mizoram,Lawngtlai,8,8,0,0,
2020-07-01,Mizoram,Lunglei,47,45,0,0,
2020-07-01,Mizoram,Mamit,20,10,0,0,
2020-07-01,Mizoram,Saiha,18,8,0,0,
2020-07-01,Mizoram,Saitual,3,3,0,0,
2020-07-01,Mizoram,Serchhip,3,1,0,0,
2020-07-01,Nagaland,Dimapur,86,19,0,0,896.0
2020-07-01,Nagaland,Kiphire,4,0,0,0,18.0
2020-07-01,Nagaland,Kohima,48,4,0,0,485.0
2020-07-01,Nagaland,Longleng,2,0,0,0,
2020-07-01,Nagaland,Mokokchung,1,0,0,0,63.0
2020-07-01,Nagaland,Mon,63,0,0,0,45.0
2020-07-01,Nagaland,Others,46,0,0,0,
2020-07-01,Nagaland,Peren,196,6,0,0,11.0
2020-07-01,Nagaland,Phek,10,0,0,0,28.0
2020-07-01,Nagaland,Tuensang,30,0,0,0,1.0
2020-07-01,Nagaland,Unknown,0,153,0,0,
2020-07-01,Nagaland,Wokha,10,0,0,0,7.0
2020-07-01,Nagaland,Zunheboto,5,0,0,0,
2020-07-01,Odisha,Angul,70,53,0,0,2830.0
2020-07-01,Odisha,Balangir,187,150,0,0,2237.0
2020-07-01,Odisha,Balasore,353,304,1,0,9843.0
2020-07-01,Odisha,Bargarh,109,56,1,0,
2020-07-01,Odisha,Bhadrak,232,221,0,0,5539.0
2020-07-01,Odisha,Boudh,42,40,0,0,496.0
2020-07-01,Odisha,Cuttack,606,478,5,0,5720.0
2020-07-01,Odisha,Deogarh,61,41,0,0,682.0
2020-07-01,Odisha,Dhenkanal,80,56,0,0,1545.0
2020-07-01,Odisha,Gajapati,441,212,0,0,715.0
2020-07-01,Odisha,Ganjam,1472,1041,15,0,6632.0
2020-07-01,Odisha,Jagatsinghpur,298,207,0,0,2138.0
2020-07-01,Odisha,Jajpur,515,380,0,0,10621.0
2020-07-01,Odisha,Jharsuguda,108,44,0,0,1663.0
2020-07-01,Odisha,Kalahandi,71,64,0,0,1458.0
2020-07-01,Odisha,Kandhamal,178,175,0,0,1516.0
2020-07-01,Odisha,Kendrapara,251,220,0,0,2637.0
2020-07-01,Odisha,Kendujhar,145,95,0,0,
2020-07-01,Odisha,Khordha,847,642,7,0,
2020-07-01,Odisha,Koraput,47,24,0,0,1401.0
2020-07-01,Odisha,Malkangiri,106,52,0,0,1841.0
2020-07-01,Odisha,Mayurbhanj,213,140,1,0,3307.0
2020-07-01,Odisha,Nabarangapur,42,12,1,0,
2020-07-01,Odisha,Nayagarh,158,127,0,0,1104.0
2020-07-01,Odisha,Nuapada,82,78,0,0,310.0
2020-07-01,Odisha,Others,2,0,0,0,
2020-07-01,Odisha,Puri,268,210,2,0,2577.0
2020-07-01,Odisha,Rayagada,39,12,0,0,578.0
2020-07-01,Odisha,Sambalpur,56,24,0,0,2007.0
2020-07-01,Odisha,Subarnapur,37,35,0,0,
2020-07-01,Odisha,Sundargarh,200,160,0,0,
2020-07-01,Punjab,Amritsar,928,740,43,0,23372.0
2020-07-01,Punjab,Barnala,59,40,2,0,8045.0
2020-07-01,Punjab,Bathinda,93,74,2,0,12099.0
2020-07-01,Punjab,Faridkot,108,88,0,0,9477.0
2020-07-01,Punjab,Fatehgarh Sahib,120,95,0,0,10094.0
2020-07-01,Punjab,Fazilka,95,71,0,0,9387.0
2020-07-01,Punjab,Ferozepur,96,55,3,0,9785.0
2020-07-01,Punjab,Gurdaspur,224,174,5,0,14840.0
2020-07-01,Punjab,Hoshiarpur,183,157,6,0,13481.0
2020-07-01,Punjab,Jalandhar,743,411,21,0,22896.0
2020-07-01,Punjab,Kapurthala,96,66,5,0,10580.0
2020-07-01,Punjab,Ludhiana,880,570,22,0,36894.0
2020-07-01,Punjab,Mansa,48,40,0,0,8608.0
2020-07-01,Punjab,Moga,107,79,2,0,15422.0
2020-07-01,Punjab,Pathankot,221,172,6,0,7419.0
2020-07-01,Punjab,Patiala,332,168,9,0,22578.0
2020-07-01,Punjab,Rupnagar,108,85,1,0,11780.0
2020-07-01,Punjab,S.A.S. Nagar,271,196,4,0,12119.0
2020-07-01,Punjab,Sangrur,492,299,13,0,16402.0
2020-07-01,Punjab,Shahid Bhagat Singh Nagar,141,123,1,0,10406.0
2020-07-01,Punjab,Sri Muktsar Sahib,127,113,0,0,8859.0
2020-07-01,Punjab,Tarn Taran,196,173,4,0,10499.0
2020-07-01,Puducherry,Karaikal,39,14,0,0,2552.0
2020-07-01,Puducherry,Mahe,18,10,0,0,821.0
2020-07-01,Puducherry,Puducherry,680,277,12,0,13749.0
2020-07-01,Puducherry,Yanam,2,0,0,0,970.0
2020-07-01,Rajasthan,Ajmer,532,434,18,0,26005.0
2020-07-01,Rajasthan,Alwar,572,329,6,0,18945.0
2020-07-01,Rajasthan,BSF Camp,52,50,0,0,
2020-07-01,Rajasthan,Banswara,99,92,2,0,4604.0
2020-07-01,Rajasthan,Baran,65,59,4,0,5407.0
2020-07-01,Rajasthan,Barmer,358,184,3,0,15306.0
2020-07-01,Rajasthan,Bharatpur,1633,1386,34,0,24495.0
2020-07-01,Rajasthan,Bhilwara,256,221,5,0,33153.0
2020-07-01,Rajasthan,Bikaner,347,154,13,0,30798.0
2020-07-01,Rajasthan,Bundi,14,11,0,0,4763.0
2020-07-01,Rajasthan,Chittorgarh,211,203,6,0,11728.0
2020-07-01,Rajasthan,Churu,327,240,2,0,11796.0
2020-07-01,Rajasthan,Dausa,143,116,3,0,11739.0
2020-07-01,Rajasthan,Dholpur,691,354,4,0,14809.0
2020-07-01,Rajasthan,Dungarpur,443,411,0,0,21227.0
2020-07-01,Rajasthan,Evacuees,61,61,0,0,
2020-07-01,Rajasthan,Ganganagar,59,25,3,0,6022.0
2020-07-01,Rajasthan,Hanumangarh,63,46,0,0,8287.0
2020-07-01,Rajasthan,Italians,2,2,0,0,
2020-07-01,Rajasthan,Jaipur,3360,2658,163,0,115433.0
2020-07-01,Rajasthan,Jaisalmer,112,96,0,0,14628.0
2020-07-01,Rajasthan,Jalore,300,221,2,0,30016.0
2020-07-01,Rajasthan,Jhalawar,375,362,0,0,23606.0
2020-07-01,Rajasthan,Jhunjhunu,370,335,2,0,15783.0
2020-07-01,Rajasthan,Jodhpur,2819,2358,51,0,142160.0
2020-07-01,Rajasthan,Karauli,98,76,4,0,6410.0
2020-07-01,Rajasthan,Kota,676,540,23,0,56007.0
2020-07-01,Rajasthan,Nagaur,641,588,12,0,24000.0
2020-07-01,Rajasthan,Other State,122,41,28,0,
2020-07-01,Rajasthan,Pali,1120,987,9,0,32859.0
2020-07-01,Rajasthan,Pratapgarh,42,13,1,0,3833.0
2020-07-01,Rajasthan,Rajsamand,257,202,1,0,9096.0
2020-07-01,Rajasthan,Sawai Madhopur,105,78,7,0,7607.0
2020-07-01,Rajasthan,Sikar,566,470,6,0,36278.0
2020-07-01,Rajasthan,Sirohi,507,314,5,0,22614.0
2020-07-01,Rajasthan,Tonk,201,199,1,0,12440.0
2020-07-01,Rajasthan,Udaipur,713,658,3,0,33694.0
2020-07-01,Sikkim,East Sikkim,29,12,0,0,
2020-07-01,Sikkim,North Sikkim,1,1,0,0,
2020-07-01,Sikkim,South Sikkim,38,26,0,0,
2020-07-01,Sikkim,Unknown,0,1,0,0,
2020-07-01,Sikkim,West Sikkim,21,12,0,0,
2020-07-01,Telangana,Unknown,17357,8082,267,0,92797.0
2020-07-01,Tamil Nadu,Airport Quarantine,737,291,1,0,
2020-07-01,Tamil Nadu,Ariyalur,463,425,0,0,5442.0
2020-07-01,Tamil Nadu,Chengalpattu,5648,2762,94,0,20050.0
2020-07-01,Tamil Nadu,Chennai,60533,36826,926,0,250753.0
2020-07-01,Tamil Nadu,Coimbatore,561,222,1,0,33522.0
2020-07-01,Tamil Nadu,Cuddalore,1081,726,5,0,14192.0
2020-07-01,Tamil Nadu,Dharmapuri,86,29,0,0,12251.0
2020-07-01,Tamil Nadu,Dindigul,507,286,6,0,9963.0
2020-07-01,Tamil Nadu,Erode,176,80,4,0,19203.0
2020-07-01,Tamil Nadu,Kallakurichi,878,379,2,0,11460.0
2020-07-01,Tamil Nadu,Kancheepuram,2067,844,23,0,12983.0
2020-07-01,Tamil Nadu,Kanyakumari,401,158,1,0,28453.0
2020-07-01,Tamil Nadu,Karur,145,113,2,0,9796.0
